20605+27144,47749,20605,27144
73930+54026,127956,73930,54026
15931+12285,28216,15931,12285
64804/30185,2.15,64804,30185
49297+14427,63724,49297,14427
64385/31638,2.04,64385,31638
67476-16283,51193,67476,16283
10141-35276,-25135,10141,35276
23561-45924,-22363,23561,45924
71415+39534,110949,71415,39534
46557-43006,3551,46557,43006
46623*3530,164579190,46623,3530
3700/41863,0.09,3700,41863
73902+73705,147607,73902,73705
36949+49853,86802,36949,49853
28050/48178,0.58,28050,48178
72559*24393,1769931687,72559,24393
67556+26508,94064,67556,26508
19615%14668,4947,19615,14668
78125-42044,36081,78125,42044
6592-15650,-9058,6592,15650
51499*29136,1500474864,51499,29136
60772*49178,2988645416,60772,49178
70429+20022,90451,70429,20022
11204%11982,11204,11204,11982
62380*36635,2285291300,62380,36635
30862/41135,0.75,30862,41135
26301%69842,26301,26301,69842
73092%22128,6708,73092,22128
18937/4605,4.11,18937,4605
56991*15034,856802694,56991,15034
9332%78858,9332,9332,78858
35298+79420,114718,35298,79420
41245-2239,39006,41245,2239
39872*10952,436678144,39872,10952
28488-65346,-36858,28488,65346
63296+18784,82080,63296,18784
59884*5539,331697476,59884,5539
36193/27413,1.32,36193,27413
60273/46771,1.29,60273,46771
20223/39314,0.51,20223,39314
3971+19584,23555,3971,19584
30795*71088,2189154960,30795,71088
50481+28013,78494,50481,28013
15501/46441,0.33,15501,46441
9493%7428,2065,9493,7428
12444*59535,740853540,12444,59535
41516*11252,467138032,41516,11252
46920+3970,50890,46920,3970
43263%29909,13354,43263,29909
10241-62128,-51887,10241,62128
37967-8354,29613,37967,8354
46006*20621,948689726,46006,20621
8951*63310,566687810,8951,63310
9048-50365,-41317,9048,50365
73366*23372,1714710152,73366,23372
50866/28185,1.8,50866,28185
14490*75012,1086923880,14490,75012
121*75297,9110937,121,75297
23295/26887,0.87,23295,26887
31051*70032,2174563632,31051,70032
63306+3442,66748,63306,3442
45911/30429,1.51,45911,30429
24343/66511,0.37,24343,66511
58425*27308,1595469900,58425,27308
59551+79573,139124,59551,79573
59816*73007,4366986712,59816,73007
74084-35834,38250,74084,35834
19465-10688,8777,19465,10688
14388+54174,68562,14388,54174
35600-42133,-6533,35600,42133
54681%40104,14577,54681,40104
66125-64208,1917,66125,64208
38524*47649,1835630076,38524,47649
54489+1984,56473,54489,1984
31284*36424,1139488416,31284,36424
53507+37174,90681,53507,37174
59944/67701,0.89,59944,67701
45141%29121,16020,45141,29121
45797/7783,5.88,45797,7783
27488%30772,27488,27488,30772
52071%24383,3305,52071,24383
74820+56497,131317,74820,56497
8438/8887,0.95,8438,8887
49517%7762,2945,49517,7762
47978%67323,47978,47978,67323
7190/73934,0.1,7190,73934
42341+78570,120911,42341,78570
62775/27572,2.28,62775,27572
47678-20043,27635,47678,20043
11187+33452,44639,11187,33452
66091/35034,1.89,66091,35034
76156/33681,2.26,76156,33681
45749%72688,45749,45749,72688
38915-58499,-19584,38915,58499
1235-64104,-62869,1235,64104
67305*17385,1170097425,67305,17385
55795+6837,62632,55795,6837
16102/23488,0.69,16102,23488
60819*64311,3911330709,60819,64311
59257*29433,1744111281,59257,29433
2889*8712,25168968,2889,8712
69634%7790,7314,69634,7790
69034%60427,8607,69034,60427
69363*63869,4430145447,69363,63869
77599%27530,22539,77599,27530
27988/14683,1.91,27988,14683
47265/50338,0.94,47265,50338
25571*3089,78988819,25571,3089
14136-32524,-18388,14136,32524
16014-39574,-23560,16014,39574
26019*65109,1694071071,26019,65109
35259*31042,1094509878,35259,31042
59506-12902,46604,59506,12902
66893-48014,18879,66893,48014
47876*24632,1179281632,47876,24632
10513/42621,0.25,10513,42621
6148/41466,0.15,6148,41466
30678%25362,5316,30678,25362
21692+31629,53321,21692,31629
6009-6538,-529,6009,6538
22556%15169,7387,22556,15169
43377+39482,82859,43377,39482
63212*11110,702285320,63212,11110
12878%3495,2393,12878,3495
68717-78957,-10240,68717,78957
59366+26641,86007,59366,26641
67625%11535,9950,67625,11535
77702/70262,1.11,77702,70262
38843*51854,2014164922,38843,51854
24836-51080,-26244,24836,51080
51324*55,2822820,51324,55
43931+14789,58720,43931,14789
71985*25442,1831442370,71985,25442
74479/56798,1.31,74479,56798
58247%12317,8979,58247,12317
26881%34090,26881,26881,34090
11823/61556,0.19,11823,61556
7912%5712,2200,7912,5712
28403-32941,-4538,28403,32941
51233*21528,1102944024,51233,21528
966+8606,9572,966,8606
47809*41247,1971977823,47809,41247
75414%6881,6604,75414,6881
7516*45049,338588284,7516,45049
75627*41091,3107589057,75627,41091
53261*18869,1004981809,53261,18869
36369+32918,69287,36369,32918
44572/14793,3.01,44572,14793
31488+11903,43391,31488,11903
44224*75658,3345899392,44224,75658
4655+44824,49479,4655,44824
65902/70896,0.93,65902,70896
11077+47268,58345,11077,47268
69457*65939,4579925123,69457,65939
68239/26246,2.6,68239,26246
60963-23653,37310,60963,23653
58590%41836,16754,58590,41836
13661+68428,82089,13661,68428
19991/34433,0.58,19991,34433
21460%63375,21460,21460,63375
65269+39235,104504,65269,39235
8958+67782,76740,8958,67782
65741-7856,57885,65741,7856
63867-64481,-614,63867,64481
43445-40344,3101,43445,40344
17884/4612,3.88,17884,4612
76750+66446,143196,76750,66446
22015*44354,976453310,22015,44354
33646*17704,595668784,33646,17704
33639*72956,2454166884,33639,72956
67700+4557,72257,67700,4557
38432*35454,1362568128,38432,35454
9350-33684,-24334,9350,33684
41658+45176,86834,41658,45176
41595%6062,5223,41595,6062
14421-66240,-51819,14421,66240
77703+21735,99438,77703,21735
57454+14428,71882,57454,14428
2866%52034,2866,2866,52034
9101%24644,9101,9101,24644
52460-13444,39016,52460,13444
14837+22363,37200,14837,22363
47145*7922,373482690,47145,7922
37416/53148,0.7,37416,53148
52366+24928,77294,52366,24928
14748/41436,0.36,14748,41436
13682-24452,-10770,13682,24452
6951*79673,553807023,6951,79673
67728*15659,1060552752,67728,15659
55820/77359,0.72,55820,77359
46777*67297,3147951769,46777,67297
35431-5525,29906,35431,5525
44209+12045,56254,44209,12045
60477*31077,1879443729,60477,31077
13912/79133,0.18,13912,79133
70566+28489,99055,70566,28489
35649%73002,35649,35649,73002
52927*70009,3705366343,52927,70009
21224/72025,0.29,21224,72025
9685%53941,9685,9685,53941
23774%6963,2885,23774,6963
16958*34152,579149616,16958,34152
31702+67899,99601,31702,67899
66141/69406,0.95,66141,69406
6915%45180,6915,6915,45180
54985*49218,2706251730,54985,49218
66203+71069,137272,66203,71069
69085%52244,16841,69085,52244
4503/36079,0.12,4503,36079
9628+35756,45384,9628,35756
59062*31662,1870021044,59062,31662
65390+6713,72103,65390,6713
43437+9539,52976,43437,9539
33868*59715,2022427620,33868,59715
69689-61975,7714,69689,61975
35221*40754,1435396634,35221,40754
63623+25041,88664,63623,25041
16412*45827,752112724,16412,45827
76417*57502,4394130334,76417,57502
25799*13445,346867555,25799,13445
71607+39469,111076,71607,39469
50747/43074,1.18,50747,43074
66664*15558,1037158512,66664,15558
37331*11075,413440825,37331,11075
60715/39004,1.56,60715,39004
19954/12129,1.65,19954,12129
25746+60656,86402,25746,60656
56232+42105,98337,56232,42105
58567*37956,2222969052,58567,37956
69275-46868,22407,69275,46868
14710-58724,-44014,14710,58724
65627-9032,56595,65627,9032
8170/38521,0.21,8170,38521
26583-41189,-14606,26583,41189
6568*541,3553288,6568,541
57507-39045,18462,57507,39045
26093%65817,26093,26093,65817
78483+48571,127054,78483,48571
10490*6891,72286590,10490,6891
75408+15935,91343,75408,15935
58856%79024,58856,58856,79024
10733%1907,1198,10733,1907
74360/29785,2.5,74360,29785
10203+54339,64542,10203,54339
17405*70134,1220682270,17405,70134
44569+12293,56862,44569,12293
25195+20134,45329,25195,20134
68716/51905,1.32,68716,51905
48658-40507,8151,48658,40507
62103/17444,3.56,62103,17444
35608%38726,35608,35608,38726
62142/28662,2.17,62142,28662
41688*52876,2204294688,41688,52876
15777+57726,73503,15777,57726
75506/41896,1.8,75506,41896
10452/32366,0.32,10452,32366
32998+15376,48374,32998,15376
64981+53046,118027,64981,53046
6197-12821,-6624,6197,12821
59020+17069,76089,59020,17069
23250-47707,-24457,23250,47707
39033+70744,109777,39033,70744
27539%66761,27539,27539,66761
45297/40194,1.13,45297,40194
18952/8658,2.19,18952,8658
16347-38220,-21873,16347,38220
67470+3973,71443,67470,3973
11759-78256,-66497,11759,78256
72642+69218,141860,72642,69218
18390+15560,33950,18390,15560
61885%48222,13663,61885,48222
48690*73136,3560991840,48690,73136
18870*46624,879794880,18870,46624
26488/64269,0.41,26488,64269
45489/67161,0.68,45489,67161
55297-28335,26962,55297,28335
60799%75207,60799,60799,75207
7459-12022,-4563,7459,12022
45287/14056,3.22,45287,14056
8024+45505,53529,8024,45505
69816-10866,58950,69816,10866
73232%61267,11965,73232,61267
18176/29898,0.61,18176,29898
31857*55425,1765674225,31857,55425
41762/72900,0.57,41762,72900
26431%2868,619,26431,2868
77456/70696,1.1,77456,70696
15366*10421,160129086,15366,10421
284+60224,60508,284,60224
60466*49746,3007941636,60466,49746
63208-2010,61198,63208,2010
22111+42849,64960,22111,42849
65037-4031,61006,65037,4031
26921+77707,104628,26921,77707
4414%68922,4414,4414,68922
61163-66527,-5364,61163,66527
76614+21353,97967,76614,21353
68106*46981,3199687986,68106,46981
78714+13139,91853,78714,13139
72164/25393,2.84,72164,25393
70489/26355,2.67,70489,26355
71493+16244,87737,71493,16244
1350-111,1239,1350,111
8695*17352,150875640,8695,17352
43943+60968,104911,43943,60968
66178%7602,5362,66178,7602
59812*28087,1679939644,59812,28087
34508*35418,1222204344,34508,35418
26833%74448,26833,26833,74448
70965/23442,3.03,70965,23442
14343/37656,0.38,14343,37656
75871%35799,4273,75871,35799
44465/33405,1.33,44465,33405
62105/27437,2.26,62105,27437
74229-58216,16013,74229,58216
47852-14840,33012,47852,14840
8652%69781,8652,8652,69781
70637%11388,2309,70637,11388
1407+34363,35770,1407,34363
33393/53533,0.62,33393,53533
62550/18724,3.34,62550,18724
16186+55019,71205,16186,55019
16382*23493,384862326,16382,23493
78604*13105,1030105420,78604,13105
72922*32140,2343713080,72922,32140
69936%72953,69936,69936,72953
75718-43150,32568,75718,43150
19629*18224,357718896,19629,18224
43476%2765,2001,43476,2765
26870-12434,14436,26870,12434
60334%79916,60334,60334,79916
38791/66485,0.58,38791,66485
16752/49750,0.34,16752,49750
52465-59637,-7172,52465,59637
47843/50484,0.95,47843,50484
23471+36098,59569,23471,36098
29647%21021,8626,29647,21021
58801%10071,8446,58801,10071
15925/32029,0.5,15925,32029
15079+28478,43557,15079,28478
36187+59722,95909,36187,59722
2115*70782,149703930,2115,70782
51496*42908,2209590368,51496,42908
61268-14410,46858,61268,14410
72322+46442,118764,72322,46442
34007+75602,109609,34007,75602
13745+10329,24074,13745,10329
23994%69480,23994,23994,69480
41074+14753,55827,41074,14753
67760/42893,1.58,67760,42893
16863/27351,0.62,16863,27351
3357+45288,48645,3357,45288
40174*410,16471340,40174,410
74855+42326,117181,74855,42326
71426+69818,141244,71426,69818
53760*79544,4276285440,53760,79544
50757-49917,840,50757,49917
70724+24871,95595,70724,24871
4084%10666,4084,4084,10666
61560/61520,1,61560,61520
25705+77266,102971,25705,77266
22142/73733,0.3,22142,73733
31299-47024,-15725,31299,47024
19883-59136,-39253,19883,59136
22145%8874,4397,22145,8874
67794%78663,67794,67794,78663
12314/40408,0.3,12314,40408
42731%34251,8480,42731,34251
70642-32513,38129,70642,32513
57061-44544,12517,57061,44544
20166*77370,1560243420,20166,77370
36830%28824,8006,36830,28824
43435%17797,7841,43435,17797
67767/21103,3.21,67767,21103
50293+69952,120245,50293,69952
64018-59087,4931,64018,59087
3507*11955,41926185,3507,11955
30963%29390,1573,30963,29390
17240%48867,17240,17240,48867
35736+45893,81629,35736,45893
44791/69198,0.65,44791,69198
74174+61616,135790,74174,61616
22388/64454,0.35,22388,64454
19086*56281,1074179166,19086,56281
75182*15866,1192837612,75182,15866
3174%6258,3174,3174,6258
78171*73054,5710704234,78171,73054
12807-68084,-55277,12807,68084
29520+70495,100015,29520,70495
48951*62790,3073633290,48951,62790
18157*43404,788086428,18157,43404
72142/10700,6.74,72142,10700
26300+18338,44638,26300,18338
9181*33604,308518324,9181,33604
69674+48830,118504,69674,48830
44973*57086,2567328678,44973,57086
5689/47944,0.12,5689,47944
67811%8362,915,67811,8362
62532%39472,23060,62532,39472
38569-10186,28383,38569,10186
45094+15636,60730,45094,15636
35171%74255,35171,35171,74255
35973%31551,4422,35973,31551
79903*66164,5286702092,79903,66164
1745+18151,19896,1745,18151
5080%78229,5080,5080,78229
43153+48792,91945,43153,48792
55687/37421,1.49,55687,37421
63126*68874,4347740124,63126,68874
77585/5508,14.09,77585,5508
78112-46989,31123,78112,46989
48633/23970,2.03,48633,23970
35232-19678,15554,35232,19678
1862*11361,21154182,1862,11361
18830/35932,0.52,18830,35932
28512-63645,-35133,28512,63645
16984-12108,4876,16984,12108
32287/7545,4.28,32287,7545
57594*23317,1342919298,57594,23317
60396%4447,2585,60396,4447
25723-61227,-35504,25723,61227
12305+15043,27348,12305,15043
26296+57854,84150,26296,57854
14008+33599,47607,14008,33599
30607*43342,1326568594,30607,43342
46529*53292,2479623468,46529,53292
73273*8812,645681676,73273,8812
35168%74466,35168,35168,74466
36606/2550,14.36,36606,2550
53652-9400,44252,53652,9400
33676*8446,284427496,33676,8446
10278%48499,10278,10278,48499
26846*39025,1047665150,26846,39025
40193+27389,67582,40193,27389
75239-57240,17999,75239,57240
21059*32510,684628090,21059,32510
76595/71530,1.07,76595,71530
75059%52969,22090,75059,52969
14586*43514,634695204,14586,43514
1234-28112,-26878,1234,28112
21965%23285,21965,21965,23285
22621-11558,11063,22621,11558
59189%52319,6870,59189,52319
26857*57341,1540007237,26857,57341
26554/11984,2.22,26554,11984
72935-73881,-946,72935,73881
31493%18611,12882,31493,18611
64775+30082,94857,64775,30082
59158%9448,2470,59158,9448
1458%15457,1458,1458,15457
10052+70547,80599,10052,70547
68507%13719,13631,68507,13719
54379-40722,13657,54379,40722
24658-27529,-2871,24658,27529
46845-52742,-5897,46845,52742
19702-62598,-42896,19702,62598
33630-45907,-12277,33630,45907
24036*49057,1179134052,24036,49057
58573/8609,6.8,58573,8609
34233/29794,1.15,34233,29794
60603*67406,4085005818,60603,67406
15533*4332,67288956,15533,4332
33056-55779,-22723,33056,55779
9742*6403,62378026,9742,6403
36115-26005,10110,36115,26005
41743+51428,93171,41743,51428
69717*54533,3801877161,69717,54533
79496%59282,20214,79496,59282
72099-49281,22818,72099,49281
14238*70746,1007281548,14238,70746
73402+53955,127357,73402,53955
66463-69157,-2694,66463,69157
54193*50855,2755985015,54193,50855
74415*20553,1529451495,74415,20553
46963%10267,5895,46963,10267
43366+38193,81559,43366,38193
64612-10490,54122,64612,10490
11403/40891,0.28,11403,40891
14096%3075,1796,14096,3075
65664/8956,7.33,65664,8956
76521/60112,1.27,76521,60112
45856*69646,3193686976,45856,69646
35154/7321,4.8,35154,7321
57985+69430,127415,57985,69430
52507/70683,0.74,52507,70683
71840%55964,15876,71840,55964
54401+69309,123710,54401,69309
29341+30712,60053,29341,30712
12266*8446,103598636,12266,8446
12611/46647,0.27,12611,46647
9220-77304,-68084,9220,77304
6596+56841,63437,6596,56841
12844*36443,468073892,12844,36443
37936+44903,82839,37936,44903
18496-4623,13873,18496,4623
26585-52153,-25568,26585,52153
50631-71783,-21152,50631,71783
77801-35409,42392,77801,35409
10246%65862,10246,10246,65862
63050%20651,1097,63050,20651
76280-60958,15322,76280,60958
36016*39064,1406929024,36016,39064
29929+15526,45455,29929,15526
62642+79467,142109,62642,79467
56560+32,56592,56560,32
55360-22197,33163,55360,22197
43467+23358,66825,43467,23358
32665/55841,0.58,32665,55841
851/65951,0.01,851,65951
29719/64283,0.46,29719,64283
39444-41310,-1866,39444,41310
14953+30530,45483,14953,30530
3732*72887,272014284,3732,72887
43349%33892,9457,43349,33892
38687-11441,27246,38687,11441
53193*75513,4016763009,53193,75513
37522/59641,0.63,37522,59641
74602%61384,13218,74602,61384
65912+43253,109165,65912,43253
65912+43253,109165,71295,313
66044%28854,8336,66044,28854
44558*14495,645868210,44558,14495
25097*44417,1114733449,25097,44417
48396*24434,1182507864,48396,24434
68952%15438,7200,68952,15438
6661%19100,6661,6661,19100
22479/64936,0.35,22479,64936
76184/80146,0.95,76184,80146
30747*52141,1603179327,30747,52141
41399%8338,8047,41399,8338
40295-64540,-24245,40295,64540
59956+24407,84363,59956,24407
27607*68240,1883901680,27607,68240
2814*23032,64812048,2814,23032
21843*55220,1206170460,21843,55220
54635/55890,0.98,54635,55890
64636+45245,109881,64636,45245
46221-16756,29465,46221,16756
6694%14151,6694,6694,14151
74361+63635,137996,74361,63635
54221-78219,-23998,54221,78219
54221-78219,-23998,677,66968
5663-12479,-6816,5663,12479
22487*51572,1159699564,22487,51572
17064%70977,17064,17064,70977
39622+47766,87388,39622,47766
46224-58001,-11777,46224,58001
60640*11036,669223040,60640,11036
78450/32793,2.39,78450,32793
14663-31926,-17263,14663,31926
79483+23175,102658,79483,23175
35070+25466,60536,35070,25466
78570+70504,149074,78570,70504
33564/31081,1.08,33564,31081
31326/24846,1.26,31326,24846
22597*14883,336311151,22597,14883
10834+30140,40974,10834,30140
50512%37870,12642,50512,37870
44002-59448,-15446,44002,59448
47613/47681,1,47613,47681
39756*56314,2238819384,39756,56314
6037*31295,188927915,6037,31295
5234*8145,42630930,5234,8145
50019+42000,92019,50019,42000
32105+34449,66554,32105,34449
74826-57745,17081,74826,57745
297-47905,-47608,297,47905
26374+35727,62101,26374,35727
4032+32120,36152,4032,32120
18282*37772,690547704,18282,37772
44639/51331,0.87,44639,51331
36647%77897,36647,36647,77897
22008+69256,91264,22008,69256
35499*30333,1076791167,35499,30333
30889%2781,298,30889,2781
52490+59499,111989,52490,59499
20974*67572,1417255128,20974,67572
17502*70674,1236936348,17502,70674
37734+64576,102310,37734,64576
9778%58459,9778,9778,58459
35272*3973,140135656,35272,3973
35115+43563,78678,35115,43563
27088-34870,-7782,27088,34870
76128%25138,714,76128,25138
16611+47187,63798,16611,47187
9295+58060,67355,9295,58060
77789+31921,109710,77789,31921
37212-21294,15918,37212,21294
49292-24028,25264,49292,24028
13556%27745,13556,13556,27745
30583-60331,-29748,30583,60331
24349+47146,71495,24349,47146
10035%74229,10035,10035,74229
43237%18430,6377,43237,18430
62265%46272,15993,62265,46272
12514-46516,-34002,12514,46516
18910%12315,6595,18910,12315
16026/18264,0.88,16026,18264
37330*3454,128937820,37330,3454
77283*38002,2936908566,77283,38002
52754/55625,0.95,52754,55625
62757%24941,12875,62757,24941
20454/5525,3.7,20454,5525
66266+62584,128850,66266,62584
46896*12640,592765440,46896,12640
18351%59558,18351,18351,59558
77633%55068,22565,77633,55068
57115+58182,115297,57115,58182
63630+47622,111252,63630,47622
53805%14092,11529,53805,14092
77469%29707,18055,77469,29707
2346%66034,2346,2346,66034
70902*11384,807148368,70902,11384
46668%6356,2176,46668,6356
22781*4399,100213619,22781,4399
26211*31566,827376426,26211,31566
69169%13798,179,69169,13798
54847+75816,130663,54847,75816
40566*79956,3243495096,40566,79956
61077%18584,5325,61077,18584
69929/75952,0.92,69929,75952
52560/62191,0.85,52560,62191
32377-40712,-8335,32377,40712
71481+66354,137835,71481,66354
5844%30511,5844,5844,30511
48235%26913,21322,48235,26913
48582+24757,73339,48582,24757
43726+57757,101483,43726,57757
39346%72118,39346,39346,72118
14401/74815,0.19,14401,74815
513+7350,7863,513,7350
7026*44441,312242466,7026,44441
48597*74398,3615519606,48597,74398
49036*77556,3803036016,49036,77556
63699-7067,56632,63699,7067
63820*36853,2351958460,63820,36853
8431%52645,8431,8431,52645
20339-48348,-28009,20339,48348
52013%17125,638,52013,17125
66036*19897,1313918292,66036,19897
66322+44827,111149,66322,44827
64995%33185,31810,64995,33185
34168%73536,34168,34168,73536
20917+58045,78962,20917,58045
38166/74636,0.51,38166,74636
18830*22176,417574080,18830,22176
21247/66929,0.32,21247,66929
26077-75101,-49024,26077,75101
9261+42719,51980,9261,42719
78623/14397,5.46,78623,14397
71014/50566,1.4,71014,50566
22051-40637,-18586,22051,40637
7036/10932,0.64,7036,10932
66596+68454,135050,66596,68454
29824/1227,24.31,29824,1227
60499+18108,78607,60499,18108
66250%34739,31511,66250,34739
29693%66925,29693,29693,66925
68394-9972,58422,68394,9972
60579+67784,128363,60579,67784
6923-45001,-38078,6923,45001
12222/56310,0.22,12222,56310
25261/63752,0.4,25261,63752
31467+3311,34778,31467,3311
52691/55034,0.96,52691,55034
25304-61589,-36285,25304,61589
48374%57372,48374,48374,57372
60841*65770,4001512570,60841,65770
63095%2423,97,63095,2423
6449-76356,-69907,6449,76356
12772%29480,12772,12772,29480
70015/72525,0.97,70015,72525
8515+70775,79290,8515,70775
48334%5189,1633,48334,5189
25791+63472,89263,25791,63472
39230/44375,0.88,39230,44375
20444*26204,535714576,20444,26204
67715/22445,3.02,67715,22445
40399%44628,40399,40399,44628
8104+75259,83363,8104,75259
48297%22987,2323,48297,22987
78982%8450,2932,78982,8450
41529-52316,-10787,41529,52316
30459-57929,-27470,30459,57929
35044%76344,35044,35044,76344
66118*43764,2893588152,66118,43764
30094*45648,1373730912,30094,45648
4092*3945,16142940,4092,3945
42885/72800,0.59,42885,72800
27635-31018,-3383,27635,31018
37266/43969,0.85,37266,43969
9371%56353,9371,9371,56353
58366/21720,2.69,58366,21720
65571-33139,32432,65571,33139
19044*70808,1348467552,19044,70808
29778*15001,446699778,29778,15001
45754*18353,839723162,45754,18353
2304*78233,180248832,2304,78233
50284/70325,0.72,50284,70325
53774%16500,4274,53774,16500
22180+15015,37195,22180,15015
58512-55124,3388,58512,55124
610-12107,-11497,610,12107
26714*73034,1951030276,26714,73034
71079/35000,2.03,71079,35000
30901%26726,4175,30901,26726
10317-67338,-57021,10317,67338
43825%43646,179,43825,43646
63618-9085,54533,63618,9085
43337/40462,1.07,43337,40462
20396+15101,35497,20396,15101
33234/74401,0.45,33234,74401
22234-44466,-22232,22234,44466
19788/54843,0.36,19788,54843
47076/76896,0.61,47076,76896
15232+55184,70416,15232,55184
20748-68638,-47890,20748,68638
70160-26453,43707,70160,26453
19596*80019,1568052324,19596,80019
64781%64436,345,64781,64436
21309*23976,510904584,21309,23976
21309*23976,510904584,951,24409
69463%40734,28729,69463,40734
76517*16453,1258934201,76517,16453
27675-66138,-38463,27675,66138
22514*717,16142538,22514,717
2824/19229,0.15,2824,19229
34455%63457,34455,34455,63457
65889*59744,3936472416,65889,59744
788+46578,47366,788,46578
5809-21925,-16116,5809,21925
29270/75159,0.39,29270,75159
71487-21697,49790,71487,21697
23437/56479,0.41,23437,56479
181-29062,-28881,181,29062
34130-20490,13640,34130,20490
9825+34028,43853,9825,34028
44451-62779,-18328,44451,62779
19618*3246,63680028,19618,3246
50172/16109,3.11,50172,16109
58420/7072,8.26,58420,7072
56297-65362,-9065,56297,65362
21177+22842,44019,21177,22842
57921%77414,57921,57921,77414
4097%33678,4097,4097,33678
30843+38348,69191,30843,38348
43295-30820,12475,43295,30820
17679%46830,17679,17679,46830
38316/60857,0.63,38316,60857
29894-8589,21305,29894,8589
27756-75929,-48173,27756,75929
54176*2065,111873440,54176,2065
54176*2065,111873440,1467,215
72336%44090,28246,72336,44090
25868*71430,1847751240,25868,71430
39867/44285,0.9,39867,44285
58706-44754,13952,58706,44754
25234/62808,0.4,25234,62808
31372-68032,-36660,31372,68032
73946/24251,3.05,73946,24251
32489*26154,849717306,32489,26154
63193%72544,63193,63193,72544
34754*65429,2273919466,34754,65429
31038*1598,49598724,31038,1598
68229/44271,1.54,68229,44271
2816*32018,90162688,2816,32018
72866-388,72478,72866,388
33224+41919,75143,33224,41919
61246+55188,116434,61246,55188
28850-38368,-9518,28850,38368
55432-62924,-7492,55432,62924
50600-50175,425,50600,50175
34808+58368,93176,34808,58368
1712*38975,66725200,1712,38975
66795*57593,3846924435,66795,57593
24095+10387,34482,24095,10387
37212*59677,2220700524,37212,59677
41614%15237,11140,41614,15237
38878%46105,38878,38878,46105
74891%46471,28420,74891,46471
44797+51709,96506,44797,51709
47798/10789,4.43,47798,10789
3752/72115,0.05,3752,72115
47027%71169,47027,47027,71169
77894%25182,2348,77894,25182
65284+46203,111487,65284,46203
12697*8643,109740171,12697,8643
65625+64776,130401,65625,64776
2437*56976,138850512,2437,56976
73398-7164,66234,73398,7164
5878%30684,5878,5878,30684
74695-51405,23290,74695,51405
29884+34100,63984,29884,34100
6787%25588,6787,6787,25588
30850/12992,2.37,30850,12992
16570/49383,0.34,16570,49383
52718*59371,3129920378,52718,59371
61821*6687,413397027,61821,6687
75222*61850,4652480700,75222,61850
9619-6449,3170,9619,6449
65618/31487,2.08,65618,31487
69816-33045,36771,69816,33045
10538*64436,679026568,10538,64436
77700*34001,2641877700,77700,34001
12374/70811,0.17,12374,70811
43502*19586,852030172,43502,19586
3796%51554,3796,3796,51554
76090-58691,17399,76090,58691
59930-53156,6774,59930,53156
34049%60334,34049,34049,60334
48969/4434,11.04,48969,4434
6553%1183,638,6553,1183
72314%51231,21083,72314,51231
67295*71667,4822830765,67295,71667
39943%46211,39943,39943,46211
12368-67767,-55399,12368,67767
44348/8045,5.51,44348,8045
13731*77211,1060184241,13731,77211
9483%41766,9483,9483,41766
35628-6209,29419,35628,6209
71583-15182,56401,71583,15182
47928+70930,118858,47928,70930
2719+56079,58798,2719,56079
15566%78362,15566,15566,78362
5034*40603,204395502,5034,40603
30042*51562,1549025604,30042,51562
21152+64355,85507,21152,64355
38021%48965,38021,38021,48965
69736%47665,22071,69736,47665
28560*76951,2197720560,28560,76951
6212+49156,55368,6212,49156
58430-70887,-12457,58430,70887
38119/44906,0.85,38119,44906
48031%18701,10629,48031,18701
77059+32716,109775,77059,32716
1305*68735,89699175,1305,68735
68717*9626,661469842,68717,9626
33233/2774,11.98,33233,2774
32626-69952,-37326,32626,69952
3909+36090,39999,3909,36090
1870*3123,5840010,1870,3123
6978+11806,18784,6978,11806
13772/34004,0.41,13772,34004
21740-641,21099,21740,641
20727%78568,20727,20727,78568
22982+30925,53907,22982,30925
74723/323,231.34,74723,323
57241+6468,63709,57241,6468
50912%78781,50912,50912,78781
4540*36410,165301400,4540,36410
58463%4466,405,58463,4466
60368+78740,139108,60368,78740
50588-75120,-24532,50588,75120
33957%56815,33957,33957,56815
13709+55036,68745,13709,55036
55523+6759,62282,55523,6759
14753%1555,758,14753,1555
67477-48528,18949,67477,48528
11547+1105,12652,11547,1105
44179*23211,1025438769,44179,23211
20513-39549,-19036,20513,39549
69297/26505,2.61,69297,26505
44517%63975,44517,44517,63975
27927-12157,15770,27927,12157
37947*22031,836010357,37947,22031
47160%78918,47160,47160,78918
23678/14749,1.61,23678,14749
2422+67494,69916,2422,67494
35581+3453,39034,35581,3453
59561*58891,3507606851,59561,58891
47620*33754,1607365480,47620,33754
51276-25365,25911,51276,25365
30395+53772,84167,30395,53772
30395+53772,84167,354,67620
2420+25951,28371,2420,25951
53881-58939,-5058,53881,58939
654*73610,48140940,654,73610
27665%34262,27665,27665,34262
32049+1523,33572,32049,1523
15153+49751,64904,15153,49751
55963%44224,11739,55963,44224
24266-76890,-52624,24266,76890
20012/33928,0.59,20012,33928
16976/19260,0.88,16976,19260
23891/26222,0.91,23891,26222
38960-62214,-23254,38960,62214
20722%57792,20722,20722,57792
20722%57792,20722,32723,182
73766%53266,20500,73766,53266
3718/60484,0.06,3718,60484
22339*38327,856186853,22339,38327
19201%65343,19201,19201,65343
70932-29845,41087,70932,29845
44448*55094,2448818112,44448,55094
51660/54199,0.95,51660,54199
41204%53824,41204,41204,53824
21282*40960,871710720,21282,40960
35592/32800,1.09,35592,32800
